company_name,job_role,job_location,salary_lpa,skills,company_rating,standardized_job_role
Insight Enterprises,Cloud Infrastructure Engineer II,Gurgaon,8.5,"Cloud infrastructure, Azure, Cloud architecture, Disaster recovery, PaaS",3.6,Cloud Engineer
Creencia Technologies,Cloud DevOps Engineer - GCP,Mumbai,9.5,"Cloud infrastructure, Microsoft SQL Server, PaaS, Google Cloud Platform, Build automation",0.0,Cloud Engineer
Applogiq,Cloud DevOps Engineer,Delhi,4.5,"CI/CD, Node.js, Kubernetes, DevOps, Git",4.6,Cloud Engineer
eGrove Systems Pvt. Ltd,AWS Cloud/DevOps Engineer,Madurai,3.5,"Cloud infrastructure, Configuration management, Git, AWS, Docker",0.0,Cloud Engineer
Citco,Senior Cloud Applications Engineer - AWS,Hyderābād,7.533333333333333,"CSS, C#, Disaster recovery, PaaS, .NET",3.4,Cloud Engineer
Accenture,Cloud Native Engineer,Hyderābād,16.90029411764706,"Azure, Kubernetes, Ansible, Application development, AWS",3.8,Cloud Engineer
"Opus Capital Markets Consultants, LLC",Senior IT Cloud Engineer,Mumbai,20.0,"Cloud infrastructure, Azure, Encryption, PaaS, Windows",3.6,Cloud Engineer
Credera India,"Senior Engineer, AWS Cloud",Hyderābād,11.944444444444445,"CI/CD, Cloud architecture, Software troubleshooting, DevOps, Git",3.7,Cloud Engineer
Technoxander,AWS Senior Devops Engineer,Remote,10.5,"Elasticsearch, Kubernetes, Ansible, Load balancing, DevOps",0.0,Cloud Engineer
Emorphis Technologies,Cloud Engineer,Indore,12.577608695652176,"CI/CD, Azure, Node.js, Kubernetes, Ansible",4.0,Cloud Engineer
Recruise,1700_LCCI - Cloud Engineer,Bengaluru,6.833333333333333,"CI/CD, Azure, Node.js, CSS, React",4.7,Cloud Engineer
Neosoft Technologies,Cloud Administrator,Mumbai,8.0,"CI/CD, Cloud infrastructure, Azure, Software troubleshooting, Kubernetes",3.6,Cloud Engineer
Zensar Technologies,Cloud DevOps Engineer - L2,India,11.429259259259261,"Microsoft Windows Server, Cloud infrastructure, Azure, PaaS, English",3.9,Cloud Engineer
Three Ess Computer Services (I) Pvt. Ltd.,Cloud Engineer,Mumbai,7.8,"Cloud infrastructure, Azure, PaaS, APIs",4.4,Cloud Engineer
SymphonyAI,Cloud-DevOps Engineer,Bengaluru,15.0,"CI/CD, Cloud infrastructure, Azure, Kubernetes, Ansible",3.5,Cloud Engineer
Accenture,Cloud Services Engineer,Hyderābād,16.90029411764706,"Cloud infrastructure, Python",3.8,Cloud Engineer
eTest Automations,Cloud Engineer,Bengaluru,8.748025247524753,"Big data, Spark, Data analysis skills, Apache Hive, J2EE",0.0,Cloud Engineer
Computronics System ( India) Pvt. Ltd,AWS Engineer,Bengaluru,7.0,"Software troubleshooting, Ansible, DevOps, AWS, Terraform",4.7,Cloud Engineer
SSquad Global,Azure Cloud Engineer,Bengaluru,25.2,"CI/CD, TCP, Cloud infrastructure, Azure, Go",4.2,Cloud Engineer
DataTerrain India Pvt Ltd. (www.dataterrain.com),AWS Certified Cloud and System Engineer,Chennai,36.0,"Cloud architecture, Software troubleshooting, Software deployment, Disaster recovery, Microsoft SQL Server",3.9,Cloud Engineer
Pyramid Global Technologies,AWS Cloud Engineer,Mohali,7.666666666666667,"Azure, Software troubleshooting, Kubernetes, AWS, Docker",5.0,Cloud Engineer
Google,"Customer Engineer, AI Infrastructure, Google Cloud",Gurgaon,7.558181818181819,"TensorFlow, Cloud infrastructure, Cloud architecture, Google Cloud Platform, Machine learning",4.3,Cloud Engineer
IOSys Software India Private Limited,Azure DevOps Engineer,Remote,17.0,"CI/CD, ASP.NET, Azure, Kubernetes, DevOps",0.0,Cloud Engineer
Progress,Cloud Network Engineer Senior,Hyderābād,4.5,"Data center experience, Cloud infrastructure, Azure, Ansible, Software deployment",4.0,Cloud Engineer
Optum,Software Engineer - Cloud,Gurgaon,17.272727272727273,"CI/CD, Cloud infrastructure, Azure, Cloud architecture, Kubernetes",3.5,Cloud Engineer
Providence Global Center,Principal Cloud Engineer,Hyderābād,17.272727272727273,"Cloud infrastructure, Azure, Cloud architecture, Kubernetes, Google Cloud Platform",3.5,Cloud Engineer
